"","Data","Trait","Fold","k","Env","Top_percentage_to_select","Line","Observed","Predicted","Line.1","Observed.1","Predicted.1","Line.2","Observed.2","Predicted.2"
"146","Japonica_AL","GY",3,1,NA,0.2,"Line_57",8001.14618501904,0,"Line_57",8023.38407749969,0,"Line_57",8023.38407749969,0
"147","Japonica_AL","GY",3,1,NA,0.2,"Line_109",8193.26344884386,0,"Line_109",7578.15875418386,0,"Line_109",7578.15875418386,0
"148","Japonica_AL","GY",3,1,NA,0.2,"Line_134",8351.5975612198,0,"Line_134",8509.86045076156,0,"Line_134",8509.86045076156,1
"149","Japonica_AL","GY",3,1,NA,0.2,"Line_118",8181.32267754278,0,"Line_118",7210.32806195717,0,"Line_118",7210.32806195717,0
"150","Japonica_AL","GY",3,1,NA,0.2,"Line_161",8529.08205263383,0,"Line_161",9113.47761869264,0,"Line_161",9113.47761869264,0
"151","Japonica_AL","GY",3,1,NA,0.2,"Line_77",7832.80985744281,0,"Line_77",8219.88713372035,0,"Line_77",8219.88713372035,0
"152","Japonica_AL","GY",3,1,NA,0.2,"Line_111",8767.54168917792,8767.54168917792,"Line_111",8094.94887941919,8767.54168917792,"Line_111",8094.94887941919,0
"153","Japonica_AL","GY",3,1,NA,0.2,"Line_166",8682.45054841798,8682.45054841798,"Line_166",9514.89543314188,8682.45054841798,"Line_166",9514.89543314188,0
"154","Japonica_AL","GY",3,1,NA,0.2,"Line_124",8261.83757974411,0,"Line_124",7717.29640819195,0,"Line_124",7717.29640819195,0
"155","Japonica_AL","GY",3,1,NA,0.2,"Line_217",8227.69162399219,0,"Line_217",7543.78915841527,0,"Line_217",7543.78915841527,0
"156","Japonica_AL","GY",3,1,NA,0.2,"Line_154",8707.50315529128,8707.50315529128,"Line_154",9048.41789282966,8707.50315529128,"Line_154",9048.41789282966,0
"157","Japonica_AL","GY",3,1,NA,0.2,"Line_213",8432.62456420483,0,"Line_213",9009.83117665428,0,"Line_213",9009.83117665428,0
